Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3/4/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
3/5/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
3/6/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
3/7/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
3/8/2020,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
3/9/2020,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
3/10/2020,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
3/11/2020,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0
3/12/2020,0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0
3/13/2020,0,0,0,0,4,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0
3/14/2020,0,0,0,0,3,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39,0,0,0
3/15/2020,0,0,0,0,5,2,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,1,40,0,0,0
3/16/2020,0,0,0,0,7,2,0,0,0,3,1,0,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,2,0,21,0,0,0,0,1,0,0,1,1,0,0,0,0,2,48,0,0,0
3/17/2020,0,0,0,0,12,3,0,0,0,5,1,0,0,1,2,0,1,1,4,0,0,0,1,0,0,0,0,0,1,0,3,0,35,0,0,0,0,1,0,0,1,1,0,1,0,0,2,55,0,0,0
3/18/2020,0,0,0,0,16,3,1,0,0,7,3,0,0,1,2,0,1,1,6,0,0,0,2,0,0,1,0,0,1,0,5,0,60,0,0,0,0,3,1,0,1,1,0,3,0,0,2,67,0,0,0
3/19/2020,0,0,0,0,18,5,3,0,0,9,10,0,0,4,2,0,1,2,10,0,1,0,2,0,1,1,0,0,1,0,9,0,92,0,0,0,1,3,1,0,1,1,0,5,0,2,2,73,0,4,0
3/20/2020,0,0,0,0,24,5,4,0,1,11,14,0,0,5,3,0,1,2,14,0,2,1,3,0,1,3,0,0,2,0,11,0,147,0,0,3,1,3,1,0,3,1,1,4,0,2,2,83,0,3,0
3/21/2020,0,0,1,0,25,6,4,0,0,13,20,0,0,6,4,0,2,3,20,0,2,1,6,1,1,3,0,0,2,0,16,0,195,0,0,3,1,4,2,0,3,1,1,5,0,2,3,94,0,4,0
3/22/2020,0,0,2,0,30,7,8,0,2,13,25,0,0,9,6,0,2,3,20,0,3,5,12,1,1,3,0,0,2,0,20,0,287,0,0,3,2,5,4,0,3,1,2,7,1,2,6,97,0,4,0
3/23/2020,0,0,2,0,39,7,10,0,2,18,25,0,0,12,7,0,2,4,35,0,3,9,18,1,1,4,0,0,4,1,27,0,387,0,0,6,2,5,6,0,5,1,2,9,1,5,6,109,0,5,0
3/24/2020,0,0,5,2,50,11,12,0,2,18,32,1,0,16,12,0,2,4,46,0,4,11,31,1,1,8,0,0,4,1,44,0,514,0,0,8,3,8,8,0,5,1,2,12,1,7,9,116,0,5,0
3/25/2020,1,1,6,2,65,20,19,0,2,23,40,0,0,19,14,1,3,5,65,0,4,15,51,1,3,9,0,0,6,1,62,1,663,2,0,11,5,10,15,0,7,1,3,15,1,8,9,133,0,7,0
3/26/2020,1,1,8,2,81,19,21,1,3,29,48,0,3,26,17,1,3,5,83,0,4,25,71,2,6,9,0,0,10,1,81,1,912,3,0,15,7,11,18,0,9,1,3,21,1,9,10,150,0,10,0
3/27/2020,4,1,13,3,94,31,27,2,3,35,64,0,3,34,25,3,4,7,119,1,5,35,107,4,8,9,1,0,10,1,108,1,1227,4,1,19,8,12,22,0,13,1,6,26,1,10,10,157,0,14,0
3/28/2020,4,2,15,5,110,44,33,5,4,54,69,0,4,47,31,3,4,9,137,1,5,44,130,5,13,13,1,2,10,2,140,1,1601,5,1,25,15,13,34,2,15,1,7,30,1,12,13,188,0,17,0
3/29/2020,10,2,17,6,124,47,34,6,5,56,80,0,5,66,32,4,7,9,151,3,10,48,157,9,14,16,1,2,15,2,161,2,2031,7,1,29,16,13,41,3,16,1,8,37,2,12,20,198,0,18,0
3/30/2020,10,3,20,7,146,51,36,6,9,63,87,0,6,73,35,6,8,11,185,3,15,56,213,10,16,16,5,2,15,3,198,2,2585,7,2,40,16,16,50,4,18,1,14,45,4,12,15,205,1,20,0
3/31/2020,23,3,25,8,173,69,69,10,9,85,111,0,8,99,49,7,9,11,239,5,18,89,292,12,20,19,5,3,26,3,267,4,3244,12,3,55,23,18,63,8,22,1,23,54,5,13,27,225,1,25,0
4/1/2020,27,3,32,10,199,79,85,11,9,87,139,1,9,141,65,9,10,18,273,5,31,122,370,17,22,24,6,4,31,3,355,5,3976,14,3,65,30,19,74,10,26,2,24,66,5,16,34,234,1,27,0
4/2/2020,32,3,35,12,238,97,112,12,12,164,163,1,9,163,78,11,12,31,310,7,36,154,453,18,26,32,6,5,38,3,537,6,4813,21,3,81,34,21,90,12,31,2,36,77,7,17,41,271,2,38,0
4/3/2020,38,3,44,12,265,111,131,14,15,170,184,3,9,210,102,11,18,34,370,9,43,192,518,22,29,45,5,6,43,5,646,10,5519,27,3,91,38,22,102,14,34,2,41,100,7,17,46,291,2,51,0
4/4/2020,44,5,52,14,289,126,165,14,21,195,201,3,10,244,116,14,21,40,409,10,54,216,585,24,35,51,6,6,46,7,846,11,6110,34,3,102,42,22,136,17,40,2,50,116,8,20,52,315,2,54,0
4/5/2020,45,6,64,16,348,140,189,14,22,221,211,4,10,274,127,18,22,45,477,10,67,231,675,29,43,64,6,8,46,9,917,12,6932,38,3,119,46,27,151,25,44,2,53,136,8,22,52,336,3,74,0
4/6/2020,49,6,65,16,380,150,206,15,24,236,229,5,10,307,143,25,25,45,512,10,91,260,793,30,51,72,6,9,46,9,1003,12,7962,45,3,142,51,27,179,27,48,4,65,150,13,23,66,381,4,78,0
4/7/2020,64,6,73,18,432,179,277,16,22,283,329,5,13,380,173,25,29,65,582,12,103,356,917,34,60,92,6,10,72,9,1232,13,9043,53,4,167,67,29,247,30,51,6,72,160,13,23,66,400,4,92,0
4/8/2020,66,7,89,18,495,193,326,19,27,309,362,5,15,462,203,27,34,65,652,14,124,433,1037,39,67,107,6,12,72,13,1504,13,10028,66,4,193,79,33,318,35,51,6,80,189,13,23,66,426,4,100,0
4/9/2020,70,7,98,21,544,226,380,23,32,354,379,6,18,528,245,29,42,73,702,16,138,503,1164,50,76,123,6,14,81,21,1709,16,11001,76,5,213,80,44,345,43,67,6,94,210,13,23,109,456,5,111,0
4/10/2020,80,7,106,21,583,250,448,32,38,390,416,6,24,597,300,31,42,90,755,17,171,599,1371,57,82,133,6,15,90,21,1932,17,11850,83,6,231,88,44,418,43,72,6,98,238,17,24,121,483,5,128,0
