Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
"January 22, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 23, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 24, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 25, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 26, 2020",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 27, 2020",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 28, 2020",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 29, 2020",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 30, 2020",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"January 31, 2020",0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 1, 2020",0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 2, 2020",0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 3, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 4, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 5, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 6, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 7, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 8, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 9, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 10, 2020",0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 11, 2020",0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 12, 2020",0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 13, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 14, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 15, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 16, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 17, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 18, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 19, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 20, 2020",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 21, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 22, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 23, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 24, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 25, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 26, 2020",0,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 27, 2020",0,0,1,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 28, 2020",0,0,1,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"February 29, 2020",0,0,1,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0
"March 1, 2020",0,0,1,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0
"March 2, 2020",0,0,1,0,21,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0
"March 3, 2020",0,0,1,0,25,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,27,0,0,0
"March 4, 2020",0,0,1,0,35,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,3,0,0,0,0,0,0,0,0,39,0,0,0
"March 5, 2020",0,0,1,0,51,2,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,23,1,0,0,0,3,0,0,0,1,3,0,0,0,70,0,0,0
"March 6, 2020",0,0,2,0,59,8,0,0,0,3,3,0,0,5,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,2,0,31,2,0,0,0,3,2,0,0,1,4,0,0,0,78,0,0,0
"March 7, 2020",0,0,4,0,81,8,0,0,0,7,5,1,0,6,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,4,0,76,2,0,0,1,6,2,2,0,1,8,1,0,0,102,0,0,0
"March 8, 2020",0,0,4,0,95,8,0,0,0,10,5,1,0,7,2,0,1,1,0,0,5,22,0,1,0,1,0,1,4,4,5,0,106,2,0,0,1,14,6,2,0,3,11,1,1,2,122,0,0,0
"March 9, 2020",0,0,4,0,101,12,0,0,0,13,10,1,0,7,3,3,1,4,0,0,5,22,0,2,0,1,0,3,4,4,5,0,142,2,0,0,1,14,7,3,0,3,13,1,1,2,122,0,0,0
"March 10, 2020",0,0,6,0,144,17,1,0,0,15,17,3,0,12,6,8,1,5,0,0,8,41,0,2,0,1,0,3,4,4,15,0,150,7,0,3,2,14,12,7,0,3,16,2,1,8,167,0,3,0
"March 11, 2020",0,0,9,0,178,34,3,1,0,24,23,2,0,25,11,13,1,8,5,0,9,92,2,5,0,1,0,5,7,5,23,3,220,7,0,4,2,19,16,10,8,9,21,3,1,9,282,0,4,0
"March 12, 2020",0,0,9,0,221,49,5,1,0,30,31,2,0,32,13,14,4,10,19,1,12,107,3,9,1,1,0,10,10,6,29,5,327,15,1,5,3,24,22,7,7,18,27,3,2,12,442,0,8,1
"March 13, 2020",5,1,9,9,281,78,11,4,0,50,42,2,1,46,13,17,6,14,29,3,18,123,24,14,6,4,1,14,18,6,49,10,421,17,1,12,3,30,41,8,8,26,44,9,2,27,568,0,19,1
"March 14, 2020",7,1,12,12,372,103,23,6,0,76,73,4,2,64,16,17,8,16,77,3,27,138,36,21,6,4,5,18,20,7,69,13,613,25,1,26,4,36,47,19,8,32,60,10,5,37,642,0,27,2
"March 15, 2020",11,1,12,3,373,136,24,6,0,100,99,6,4,66,20,18,8,18,87,2,24,138,45,21,6,5,6,17,20,7,72,13,615,32,1,30,4,36,47,19,8,32,63,18,5,37,603,0,28,2
"March 16, 2020",29,1,18,3,557,161,41,8,22,101,121,8,4,83,25,23,11,21,115,17,42,187,76,53,12,8,6,18,45,17,176,21,967,39,1,50,10,39,79,30,10,52,85,28,12,49,779,0,48,2
"March 17, 2020",39,3,20,3,700,183,68,16,22,190,146,10,8,161,30,23,18,26,196,26,60,217,90,59,21,14,8,23,55,26,250,23,1578,64,3,67,17,66,112,47,11,74,110,39,12,67,955,0,73,11
"March 18, 2020",51,5,27,4,831,216,96,19,31,306,197,15,9,272,38,38,22,28,257,35,85,252,159,77,34,21,10,24,55,37,397,28,3038,92,6,89,17,75,155,60,11,100,196,47,13,79,1022,1,111,16
"March 19, 2020",78,8,45,62,1009,278,159,30,40,432,287,25,23,422,60,44,35,50,392,52,107,328,314,89,50,42,11,29,95,42,741,35,5704,136,19,119,44,88,206,80,14,154,306,62,22,103,1374,2,159,18
"March 20, 2020",106,11,68,100,1243,364,194,39,71,564,485,36,36,585,86,45,48,64,537,56,149,413,471,113,80,79,20,37,161,53,890,42,8403,189,26,173,49,114,311,126,14,223,429,95,29,123,1524,8,219,21
"March 21, 2020",131,13,104,122,1412,475,194,45,98,763,555,36,42,753,128,69,57,87,763,70,193,523,625,134,140,89,27,38,161,61,1327,55,11727,256,28,247,53,137,399,174,14,304,582,118,49,157,1793,12,282,23
"March 22, 2020",157,18,152,165,1651,595,327,56,102,1004,621,53,42,1049,204,90,65,103,837,89,244,640,1131,167,207,122,34,51,190,73,1914,57,15800,305,28,356,67,161,509,196,21,393,643,162,52,220,1997,16,381,26
"March 23, 2020",196,30,235,192,2113,723,415,68,120,1227,772,56,68,1285,270,105,84,123,1172,107,290,777,1454,234,249,225,34,51,245,101,2844,83,20884,353,30,443,81,191,698,298,28,614,758,257,75,254,2221,16,425,26
"March 24, 2020",242,34,326,219,2542,912,618,104,141,1412,1026,90,81,1537,368,124,100,162,1388,118,349,1159,1942,261,320,291,51,66,278,101,3675,100,25681,495,36,567,106,210,946,342,30,772,955,298,95,293,2328,22,481,29
"March 25, 2020",381,41,401,280,3009,1087,875,119,187,1682,1247,91,91,1865,477,146,134,197,1795,142,425,1838,2468,286,377,382,65,71,323,108,4402,113,30841,590,45,704,164,266,1260,424,41,916,1229,340,125,396,2591,39,621,44
"March 26, 2020",517,56,508,335,3910,1430,1012,130,231,2357,1525,95,146,2538,645,179,172,247,2304,155,583,2417,3032,344,485,577,90,74,420,137,6876,113,37877,738,51,868,248,316,1795,424,46,1097,1563,396,158,466,3207,52,728,53
"March 27, 2020",587,58,665,381,4679,1738,1291,163,271,2900,2000,106,205,3024,979,235,206,301,2744,168,775,3240,3848,396,579,744,109,82,536,158,8825,136,44876,887,68,1137,322,416,2345,542,58,1318,1937,472,184,607,3477,76,926,70
"March 28, 2020",694,85,773,409,5110,2061,1524,214,304,3763,2366,149,234,3491,1233,298,266,380,3315,211,995,4257,4890,441,663,864,129,96,626,187,11124,208,52410,1020,94,1406,377,479,2845,660,68,1511,2455,602,211,740,4030,96,1055,82
"March 29, 2020",825,102,919,426,5863,2308,1993,232,342,4246,2651,149,281,4596,1513,336,330,438,3540,253,1239,4955,5753,503,759,934,154,108,920,214,13386,237,59648,1191,98,1653,429,548,3432,774,90,1720,2792,720,235,890,4465,113,1164,86
"March 30, 2020",899,114,1157,473,7155,2627,2571,264,401,5473,2808,175,340,5056,1786,424,372,479,4025,275,1413,5752,6803,576,847,1289,171,145,1012,314,16636,237,66663,1313,109,1933,481,606,4155,925,101,1917,3147,798,256,1020,4923,145,1230,94
"March 31, 2020",987,119,1289,523,8233,2966,3128,319,495,6741,3929,204,515,5994,2158,497,434,628,5237,303,1660,6620,7951,629,937,1550,198,172,1114,357,18696,315,75833,1535,122,2199,568,690,4963,1083,108,2391,3809,888,293,1249,5432,162,1412,109
"April 1, 2020",1060,132,1413,584,9410,3342,3557,368,586,6956,4638,224,566,6980,2564,547,485,632,6424,303,1986,7738,9717,689,1073,1803,208,210,1279,367,22255,327,83948,1675,142,2547,721,736,6009,1293,129,2933,4355,888,321,1483,5608,191,1556,130
"April 2, 2020",1233,143,1596,643,10790,3728,3824,393,653,9008,5348,256,776,7695,3038,614,553,770,9149,376,2331,8966,11230,742,1177,2003,241,246,1463,479,25590,373,92506,1977,159,2901,881,826,7268,1554,165,3013,5069,1086,338,1706,6389,216,1748,150
"April 3, 2020",1495,157,1769,704,12016,4173,4914,450,757,10268,5831,319,891,8904,3437,699,629,770,10297,432,2758,10402,13221,788,1358,2124,243,279,1514,479,29895,490,102987,2251,173,3312,990,899,8570,1700,187,3067,5734,1248,389,2012,6846,237,2012,162
"April 4, 2020",1614,171,2019,743,12837,4565,5276,593,902,11537,6160,351,1022,10357,3953,787,698,917,12496,456,3125,11736,14735,865,1455,2472,265,321,1742,540,34124,506,113833,2486,186,3739,1161,899,10444,1917,212,3322,6567,1428,461,2407,7247,282,2030,187
"April 5, 2020",1765,185,2269,837,15034,4950,5675,673,1002,12350,6647,371,1078,11259,4411,869,751,955,13010,470,3617,12500,16268,935,1638,2568,286,364,1855,621,37505,624,123160,2649,207,4043,1254,1068,11589,2049,240,3633,7209,1601,512,2640,7825,324,2320,197
"April 6, 2020",1952,190,2460,875,16024,5183,6906,783,1097,13324,7314,387,1101,12262,4956,946,849,955,14867,499,4045,13837,17820,986,1738,3030,299,417,1953,715,41090,686,131815,2962,225,4453,1329,1068,13127,2232,288,3802,8043,1678,543,2878,8311,345,2449,210
"April 7, 2020",2169,213,2575,946,17351,5429,7781,928,1211,14545,8822,410,1170,13553,5510,1046,912,1149,16284,519,4371,15202,19644,1069,1915,3327,319,447,2124,715,44416,794,139875,3299,237,4782,1474,1132,14853,2417,320,4139,8925,1739,575,3335,8692,412,2578,216
"April 8, 2020",2328,226,2726,1000,18897,5655,7781,1116,1440,15456,9901,410,1210,15078,5943,1145,1046,1149,17030,537,5529,16790,21076,1154,2003,3511,332,519,2259,747,47437,821,151061,3499,251,5148,1526,1181,16631,2417,393,4363,9777,1848,605,3645,9276,483,2710,221
"April 9, 2020",2703,235,3018,1119,19710,6202,9784,1209,1523,16364,10566,442,1232,16422,6351,1270,1116,1341,18283,560,6185,18941,22297,1240,2260,3754,354,568,2456,819,51027,865,161779,3736,269,5512,1686,1321,18300,2793,447,4634,11208,1856,628,4042,9639,514,2886,230
